"spellID","Name","Description"
189223,"Spike Trap","Place a spike trap that shoots metal spikes upwards when an enemy approaches, causing 61,220 Physical damage.  Trap will exist for 1 min."
189524,"The Twinblades of the Deceiver",""
190090,"Stab","The caster stabs the target inflicting Physical damage."
190229,"Vengeful Retreat","Reduce target's movement and vault away.  Generates 45 Energy."
190232,"Eye Beam","Blasts all enemies directly in front of you for Chaos damage."
190319,"Combustion","Engulfs you in flames for 10 sec, increasing your critical strike chance by 100% and granting you Mastery equal to your Critical Strike stat. Unaffected by the global cooldown and castable while casting."
190456,"Ignore Pain","Fight through the pain, ignoring 90% of the next up to 571,388 damage you take from any sources, based on Rage spent."
190816,"Carrion Blast","A cresting wave of chaotic magic splashes over enemies in front of the caster, dealing Shadow damage and knocking victims far away."
190852,"Legacy of the Windrunners","Aimed Shot has a chance to coalesce 6 extra Wind Arrows that also shoot your target."
191747,"Scourge of Worlds","Death Coil has a chance to increase your Scourge Strike damage against that target by 30% for 6 sec."
191837,"Essence Font","Unleashes a rapid twirl of healing bolts at up to 6 allies within 25 yds, every 1 sec for 2.9 sec. Each bolt heals a target for 8,069, plus an additional 2,740 over 6 sec.



Gust of Mists will heal affected targets twice."
192058,"Lightning Surge Totem","Summons a totem at the target location that gathers electrical energy from the surrounding air and then explodes after 2 sec to stun all enemies within 8 yards for 5 sec."
192081,"Ironfur","Increases armor by 75% for 6 sec. Multiple uses of this ability may overlap."
192083,"Mark of Ursol","Reduces magical damage taken by 30% for 6 sec."
192687,"Legion Buster Bomb","Deals Fire damage to enemies within 25 yards and stuns them for 2 sec."
192759,"Kingsbane","Releases lethal poison within The Kingslayers and injects it into your target, dealing 80,051 Nature damage instantly and an additional 64,323 Nature damage over 14 sec. 



Each time you apply a Lethal Poison to a target affected by Kingsbane, Kingsbane damage increases by 15%."
192923,"Blood of the Assassinated","Rupture has a chance to infect your target, increasing damage dealt by your Rupture by 100% for 10 sec."
193017,"Breaking Free","Release a Storehouse Survivor from their bonds."
193152,"Quake","King Deepbeard causes a Quake that inflicts 213,741 Physical damage to enemies and their allies within 5 yards. Quake causes Aftershock after 4 sec."
193213,"Umbilicus Eternus","After Vampiric Blood expires, you absorb damage equal to 5 times the damage your Blood Plague dealt during Vampirc Blood."
193261,"Bleeding Profusely","Bleeding."
193315,"Saber Slash","Viciously slash an enemy, causing 54,217 Physical damage.



Saber Slash has a 35% chance to strike an additional time, making your next Pistol Shot free.



Awards 1 combo point each time it strikes."
193316,"Roll the Bones","Finishing move that rolls the dice of fate, providing a random combat enhancement. Lasts longer per combo point:

   1 point  : 12 seconds

   2 points: 18 seconds

   3 points: 24 seconds

   4 points: 30 seconds

   5 points: 36 seconds"
193396,"Demonic Empowerment","Empowers your active demons with dark energies, increasing their haste and health by 50% for 12 sec."
193440,"Demonwrath","Causes your demons to crackle with demonic energy, dealing 6,603 Shadow damage to all enemies within 10 yds of any of your demons over 2.9 sec. Castable while moving.



Demonwrath damage has a 15% chance to generate 1 Soul Shard."
193455,"Cobra Shot","A quick shot causing 66,951 Physical damage."
193530,"Aspect of the Wild","Grants you and your pet 10 Focus per 1 sec and 10% increased critical strike chance on all attacks for 10 sec."
193753,"Dreamwalk","Teleports the caster to the Emerald Dreamway."
193754,"Deep Meditation","Teleports the caster to the Sanctum of Light.



Casting Guiding Light while in the Sanctum of Light will return the Paladin back to near their departure point."
193755,"Stormcall","Teleports the caster to the Heart of Azeroth.



Casting Stormcall again while in the Heart of Azeroth returns the caster to near their previous location."
193757,"Naaru Lightshift","Saa'ra teleports the caster to the Netherlight Temple.



Casting Lightshift while in Netherlight Temple will return the Priest back to near their departure point."
193758,"Ritual of Return","Teleports the caster to Dreadscar Rift.



Casting Ritual of Return while in Dreadscar Rift will return the Warlock back to near their departure point."
193759,"Teleport: Hall of the Guardian","Teleports you to the Hall of the Guardian."
193779,"Power of Aegwynn","Increases Arcane damage by 50%."
193786,"Rockbiter","Assaults your target with earthen power, dealing 27,550 Nature damage.



Generates 15 Maelstrom."
193796,"Flametongue","Scorches your target, dealing 24,489 Fire damage, and enhances your weapons with fire for 16 sec, causing each weapon attack to deal up to 1,253 Fire damage, based on weapon speed."
193807,"Teleport: Stormshield PvP Vendors","Teleports the caster to Stormshield."
193808,"Teleport: Warspear PvP Vendors","Teleports the caster to Stormshield."
193826,"Ragnarok","Inflicts 192,366 Fire damage to all enemies every 1.5 sec for 9 sec.  Each cast increases the damage of Ragnarok by 25%."
193924,"Stampede","Charge an enemy, inflicting Nature damage and stunning nearby enemies for 1 sec."
194098,"Hell Burst","Calls down a pillar of nightmare flame, burning all enemies in a selected area and inflicting additional damage every 2 sec. for 8 sec."
194183,"Mylra's Magma Totem","Summons a Magma Totem with 5 health at the feet of the caster for 20 sec that causes  Fire damage to creatures within 0 yards every 5.2 seconds."
194199,"Taking the Warswords",""
194392,"Volley","While active, your auto attacks spend 3 Focus to also launch a volley of shots that hit the target and all other nearby enemies, dealing 21,614 additional Physical damage."
194436,"Plague-Ridden Stab","The caster stabs the target inflicting Nature damage. In addition the target suffers additional Nature damage every 2 sec for 6 sec."
194462,"Highblade's Will","You periodically accumulate Flame Orbs. Flame Orbs cause your Pyroblast to be replaced by Phoenix's Flame."
194466,"Phoenix's Flames","Hurls a Phoenix that causes 22,008 Fire damage to the target and splashes 7,336 Fire damage to other nearby enemies. This damage is always a critical strike."
194509,"Power Word: Radiance","A burst of light heals a friendly target and their 2 nearest allies for 18,339, and applies Atonement."
194679,"Rune Tap","Consume a Rune to reduce all damage taken by 25% for 3 sec."
194844,"Bonestorm","A whirl of bone and gore batters nearby enemies every 1 sec, dealing 28,569 Shadow damage every 1 sec, and healing you for 1% of your maximum health every time it deals damage. Lasts 1 sec per 10 Runic Power spent."
194913,"Glacial Advance","Summon glacial spikes from the ground that advance forward, each dealing 76,525 Frost damage to enemies near their eruption point."
195131,"Aldrachi Brand",""
195182,"Marrowrend","Smash the target, dealing 73,001 Physical damage and generating 3 charges of Bone Shield.



 Bone Shield

Surrounds you with a barrier of whirling bones, reducing all damage you take by 20% and increasing your Haste by 10%. Each damaging attack consumes a charge. Lasts 30 sec or until all charges are consumed."
195245,"Ebonbolt","Launches 0 bolts of frost at the enemy, causing 13,110 Frost damage and slowing movement speed by 50% for 15 sec."
195292,"Death's Caress","Reach out with necrotic tendrils, dealing 20,406 Shadow damage and applying Blood Plague to your target.



 Blood Plague

A shadowy disease that drains 77,216 health from the target over 24 sec."
195451,"Hamlet's Wrath","Causes 10,299 Nature damage to the target."
195452,"Nightblade","Finishing move that infects the target with shadowy energy, dealing Shadow damage over time and causing attacks against the target to reduce movement speed by 50% for 8 sec. Lasts longer per combo point.

   1 point  : 97,956 over 8 sec

   2 points: 122,445 over 10 sec

   3 points: 146,934 over 12 sec

   4 points: 171,423 over 14 sec

   5 points: 195,912 over 16 sec"
195467,"Strafe","Fires a series of missiles in front of the aircraft."
195586,"Smouldering Barrel","Launches a barrel that will explode if it passes through a Fire Cloud. This extinguishes the Fire Cloud.



"Fight fire with fire""
195615,"Black Ice","Ebonchill has a chance to empower Icicles, increasing damage done by 100%."
196021,"Grasp Felo'melorn",""
196166,"Purify Soul","Dispels harmful effects on the target, removing 1 Magic and Disease effect."
196256,"Purification","Dispels harmful effects on the target, removing 1 Magic and Curse effect."
196257,"Cleanse Soul","Cleanses a friendly target, removing 1 harmful Poison, Disease, and Magic effect."
196259,"Natural Cure","Cures harmful effects on the friendly target, removing 1 Magic, Curse, and Poison effects."
196261,"Rapid Detox","Removes 1 harmful Magic, Poison, and Disease effect from the target."
196277,"Implosion","Demonic forces suck all of your Wild Imps toward the target, and then cause them to violently explode, dealing 14,671 Shadowflame damage to all enemies within 8 yards."
196447,"Channel Demonfire","Launches 15 bolts of felfire over 2.9 sec at random targets afflicted by your Immolate within 40 yds. Each bolt deals 3,081 Fire damage."
196638,"Raaaa-aaam","Charge an enemy, inflicting Nature damage and stunning nearby enemies for 1 sec."
196725,"Refreshing Jade Wind","Summon a whirling tornado around you, causing 16,506 healing over 5.8 sec to up to 6 allies within 8 yards, and increasing the healing of Essence Font by 20% while active."
196770,"Remorseless Winter","Drain the warmth of life from all nearby enemies, dealing 44,082 Frost damage over 8 sec and reducing their movement speed by 50%."
196834,"Frostbrand","Chills your target, dealing 18,877 Frost damage, and enhances your weapons with frost for 16 sec, causing each weapon attack to reduce the target's movement speed by 50% for 3 sec."
196932,"Voodoo Totem","Summons a totem at the target destination for 10 sec. The totem Hexes all enemies within 8 yds into frogs which are incapacitated and unable to attack or cast spells. Damage or leaving the area will interrupt the effect."
196937,"Ghostly Strike","Strikes an enemy with your cursed weapon, dealing 36,702 Physical damage and causing the target to take 10% increased damage from your abilities for 15 sec.



Awards 1 combo point."
197021,"Mechanostride","Increases movement speed by 100% for 5 sec."
197041,"Fire the Lasers","Fire the lasers, inflicting 91,603 Fire damage to an enemy."
197211,"Fury of Air","Creates a vortex of wind 8 yards around you, dealing 6,122 damage every 1 sec to enemies caught in the storm, and slowing them by 30% for 3 sec."
197214,"Sundering","Shatters a line of earth in front of you with your main hand weapon, causing 204,069 Physical damage and knocking enemies to the side."
197346,"Scald","Causes Nature damage to the target."
197393,"Finality: Eviscerate","Finishing move that disembowels the target, causing damage per combo point.

   1 point  : 37,386 damage

   2 points: 74,772 damage

   3 points: 112,158 damage

   4 points: 149,545 damage

   5 points: 186,931 damage"
197395,"Finality: Nightblade","Finishing move that infects the target with shadowy energy, dealing Shadow damage over time and causing attacks against the target to reduce movement speed by 50% for 8 sec. Lasts longer per combo point.

   1 point  : 139,583 over 8 sec

   2 points: 174,479 over 10 sec

   3 points: 209,375 over 12 sec

   4 points: 244,271 over 14 sec

   5 points: 279,167 over 16 sec"
197628,"Lunar Strike","Causes 25,676 Arcane damage to the target."
197650,"Taking the Spear",""
197835,"Shuriken Storm","Sprays shurikens at all targets within 10 yards, dealing 11,315 Physical damage.



Damage increased by 200% while Stealth or Shadow Dance is active.



Awards 1 combo point per target hit."
197995,"Wellspring","Creates a surge of water that flows forward, healing all friendly targets in a wide arc in front of you for 22,007."
198068,"Power of the Dark Side","Shadow Word: Pain has a chance to increase damage dealt by your next Penance by 50%."
198245,"Brutal Haymaker","Smashspite punches his current target, inflicting 1,270,230 Physical damage and increasing damage taken by 25% for 10 sec."
198456,"Holy Weapon Equipped Passive",""
198457,"Fel Weapon Equipped Passive",""
198458,"Shadow Weapon Equipped Passive",""
198459,"Blood Weapon Equipped Passive",""
198460,"Fire Weapon Equipped Passive",""
198461,"Soul Weapon Equipped Passive",""
198463,"Lightning Weapon Equipped Passive",""
198465,"Water Weapon Equipped Passive",""
198466,"Wind Weapon Equipped Passive",""
198467,"Arcane Weapon Equipped Passive",""
198468,"Ice Weapon Equipped Passive",""
198469,"Brew Weapon Equipped Passive",""
198471,"Mist Weapon Equipped Passive",""
198472,"Nature Weapon Equipped Passive",""
198670,"Piercing Shot","A powerful shot which deals up to 375,315 Physical damage to the target and up to 187,657 Physical damage to all enemies between you and the target."
198838,"Earthen Shield Totem","Summons a totem with 1,469,100 health at your feet for 15 sec. 6,006 damage from each attack against allies within 10 yards of the totem is redirected to the totem."
198929,"Cinderstorm","Throws a spread of 6 cinders that travel in an arc, each dealing 4,768 Fire damage to enemies it hits. Damage increased by 30% if the target is affected by your Ignite."
199019,"Earthen Might","Rockbiter Weapon has a chance to cause Doomhammer upheave rocks and smash them into your target, causing 6,126 Nature damage every 2 for 10 sec."
199130,"Sentinel","Increases your damage done by 25%, and reduces damage taken by 25%. Lasts for 8 sec."
199176,"Spiked Tongue","Naraxas latches onto her target with a spiked tongue and pulls them into her maw, inflicting 427,481 Physical damage every 1 sec for 5 sec. Run away from Naraxas to avoid being eaten. Every time she eats, she gains an additional stack of Ravenous."
199261,"Death Wish","Increases your damage done by 5% at the cost of 10% of your health. Stacks up to 5 times."
199455,"Blessing of Glory","Places a Blessing of Glory on a friendly target, healing the target for 42,748 and increasing all healing received by 30%. Lasts 12 sec."
199500,"Take the Fists of the Heavens",""
199715,"Lava Weapon Equipped Passive",""
199786,"Glacial Spike","Conjures a massive spike of ice, and merges your current Icicles into it. It impales your target, dealing 47,681 damage plus the damage stored in your Icicles, and freezes the target in place for 4 sec. Damage may interrupt the freeze effect.



Requires 5 Icicles to cast.



Passive:

Ice Lance no longer launches Icicles."
199795,"I am the Weapons of Storm",""
199804,"Between the Eyes","Finishing move that deals damage with your pistol and stuns the target. Critical strikes with this ability deal four times normal damage:

   1 point  : 15,306 damage, 1 sec

   2 points: 30,612 damage, 2 sec

   3 points: 45,918 damage, 3 sec

   4 points: 61,224 damage, 4 sec

   5 points: 76,530 damage, 5 sec"
199890,"Curse of Tongues","Forces the target to speak in Demonic, increasing the casting time of all spells by 30% for 10 sec."
199953,"Retrieving the Claws of Ursoc",""
199954,"Curse of Fragility","Reduces the target's maximum health by 20% for 10 sec."
200025,"Beacon of Virtue","Apply a Beacon of Light to your target and 3 injured allies within 30 yards for 8 sec. Your heals will heal all of them for 40% of the amount healed."
200108,"Ranger's Net","Hurls a net at the enemy, rooting the target for 3 sec and then reducing movement speed by 50% for 15 sec. Damage may break the effect."
200136,"Take Maw of the Damned",""
200163,"Throwing Axes","Tosses 3 axes at an enemy, each dealing 51,017 Physical damage."
200264,"Take Thas'dorah",""
200418,"Magma Wave","The Underking smashes the ground, periodically inflicting 305,343 Fire damage to targets not in cover, culminating in 916,031 Fire damage to all exposed enemies."
200642,"Despair","Inflicts 227,183 Shadow damage and reduces healing taken by 2%."
200652,"Tyr's Deliverance","Releases the Light within The Silver Hand for 10 sec, healing an injured ally within 15 yds for 11,003 every 1.0 sec.



Allies healed also receive 20% increased healing from your Holy Light and Flash of Light spells for 10 sec."
200758,"Gloomblade","Punctures your target with your shadow-infused blade for 88,649 Shadow damage.



Awards 1 combo point."
200829,"Plea","A quick, efficient plea to heal an ally for 16,506."
200850,"Adaptive Fur","Taking elemental damage has a chance to grant you 10% damage reduction for 15 sec against the elements that caused the damage."
200851,"Rage of the Sleeper","Unleashes the rage of Ursoc for 10 sec, preventing 25% of all damage you take and reflecting 51,018 Nature damage back at your attackers."
200854,"Gory Fur","Mangle has a 15% chance to reduce the Rage cost of your next Ironfur or Mark of Ursol by 50%."
201060,"Soulstone","The soul of the target party or raid member is stored, allowing resurrection upon death.  Also castable to resurrect a dead target. Targets resurrect with 60% health and 20% mana."
201427,"Annihilation","Slice your target for 107,798 Chaos damage. Critical strikes refund 20 Fury."
201467,"Fury of the Illidari","Throws the Twinblades of the Deceiver in a whirlwind of energy, causing 261,501 Chaos damage over 3 sec to all nearby enemies."
201473,"Anguish of the Deceiver","Each time Eye Beam deals damage to a target, it also applies Anguish. When Anguish expires, it deals 8,175 Chaos damage to the victim per application."
201729,"Uh Oh...","Over time Festerface gains energy. Upon reaching 100 energy Festerface loses control of his tummy, spewing forth a Black Bile."
201776,"Take the Blade",""
201898,"Windsong","Lashes your enemy for 29,344 Nature damage, and enhances your weapons with wind, increasing your attack speed by 35% for 20 sec."
202028,"Brutal Slash","Strikes all nearby enemies with a massive slash, inflicting 563,023 Physical damage. Awards 1 combo point. Maximum 3 charges."
202077,"Spinning Fire Blossom","Deals 30,610 Fire damage to your target.



If Spinning Fire Blossom is cast on a target ouside of melee range, the damage is increased by 50% and you root the target for 1.5 sec."
202085,"Enraged Mangle","Mangle the target for 125,116 Physical damage. Deals 20% additional damage against bleeding targets."
202161,"Sweeping Strikes","Mortal Strike and Execute hit a second nearby target."
202168,"Impending Victory","Instantly attack the target, causing 48,977 damage and healing you for 15% of your maximum health.



Killing an enemy that yields experience or honor resets the cooldown of Impending Victory."
202273,"Seal of Light","Draws upon your holy energy to increase your movement speed by 20% for 20 sec per holy power spent."
202286,"Brewmaster Staff Sheathing Passive",""
202385,"I am Sheilun Staff of the Mists",""
202495,"Ancestral Healing","Infuses a wounded ally with healing energy that spreads to another nearby ally. The spell affects up to 3 targets."
202665,"Curse of the Dreadblades","Invoke the Curse of the Dreadblades, causing each Saber Slash or Pistol Shot to fill your combo points. However, The Dreadblades will consume 6% of your current health when you use a finishing move for the next 12 sec."
202767,"New Moon","Deals 33,011 Astral damage to the target and empowers New Moon to become Half Moon. 



Generates 10 Astral Power."
202768,"Half Moon","Deals 66,021 Astral damage to the target and empowers Half Moon to become Full Moon.



Generates 20 Astral Power."
202771,"Full Moon","Deals 132,042 Astral damage to the target and all enemies near the target, and resets Full Moon to become New Moon.



Generates 40 Astral Power."
202800,"Flanking Strike","A coordinated attack on the target, where you deal 41,705 Physical damage and your pet deals 65,872 Physical damage.



If the target is attacking you, your pet's attack will deal 50% increased damage and 400% increased threat. Otherwise, your attack will deal 50% increased damage."
202895,"Blunderbuss","Draws a concealed blunderbuss and fires a quick shot at the target, dealing 78,568 damage and reducing movement speed by 50% for 6 sec.



Awards 1 combo point."
202940,"Moon and Stars","During Celestial Alignment, each harmful spell you cast grants 3% haste."
202942,"Star Power",""
203155,"Sniper Shot","Take a sniper's stance, firing a well-aimed shot dealing 161,823 Physical damage.



Increases the range of all shots by 40% for 10 sec."
203242,"Rip and Tear","Instantly applies Rake and Rip to the target."
203286,"Greater Pyroblast","Hurls an immense fiery boulder that causes 25% of the target's total health in Fire damage."
203415,"Fury of the Eagle","Furiously strikes all enemies in front of you, dealing 229,575 Physical damage. Damage increased by Mongoose Fury."
203524,"Neltharion's Fury","Enter a defensive posture, critically blocking all attacks while a stream of shadowflame erupts from Scale of the Earth-Warder, dealing 122,448 Shadowflame over 3 sec to all enemies in front of you. You can use defensive abilities while this is active."
203576,"Dragon Scales","Blocking an attack has a chance to increase the total damage ignored by your next Ignore Pain by 60%."
203651,"Overgrowth","Instantly applies Regrowth, Lifebloom, Rejuvenation and Wild Growth to the target."
203702,"Fel Cannonball","Inflicts 30,534 Fire damage to enemies within 15 yards of the victim."
203720,"Demon Spikes","Surge with fel power, increasing your Parry chance by 20% and reducing Physical damage taken by 26% for 6 sec."
203757,"Eagle's Bite","Harpoon applies On the Trail, a unique damage over time effect that deals 53,868 damage over 12 sec and your melee autoattacks extend its duration by 6 sec."
203798,"Soul Cleave","Viciously strike all enemies in front of you for 154,808 Physical damage, and heal yourself for 260,186.



Consumes all Soul Fragments within 20 yds."
204018,"Blessing of Spellwarding","Places a blessing on a party or raid member, protecting them from all magical attacks for 10 sec. Cannot be used on a target with Forbearance.  Causes Forbearance for 30 sec."
204065,"Shadow Covenant","Draws on the power of shadow to heal up to 5 injured allies within 30 yds of the target for 36,678, but leaves a shell on them that absorbs the next 18,339 healing they receive within 6 sec."
204081,"On the Trail","Harpoon applies On the Trail, a unique damage over time effect that deals 53,868 damage over 12 sec and your melee autoattacks extend its duration by 6 sec."
204147,"Windburst","Focuses the power of Wind through Thas'dorah, dealing 157,492 Physical damage to your target, and  leaving behind a trail of wind for 5 sec that increases the movement speed of allies by 50%."
204197,"Purge the Wicked","Cleanses the target with fire, causing 7,336 Fire damage and an additional 31,977 Fire damage over 20 sec. Spreads to an additional nearby enemy when you cast Penance on the target."
204263,"Shining Force","Creates a burst of light around a friendly target, knocking away nearby enemies and slowing their movement speed by 70% for 3 sec seconds."
204293,"Spirit Link","You link yourself and two closest allies within 15 yards together. When linked targets take damage, 50% is distributed among the other linked allies. Lasts for 30 sec."
204330,"Skyfury Totem","Summons a Fire Totem with 5 health at the feet of the caster for 15 sec that increases the critical effect of damage and healing spells of all nearby allies within 40 yards by 30% for 15 sec."
204331,"Counterstrike Totem","Summons a Air Totem with 10 health at the feet of the caster for 15 sec. 



Whenever enemies within 20 yards of the totem deal direct damage, the totem will deal 100% of the damage dealt back to the lowest health enemy within range of the totem."
204488,"Focused Rage","Focus your rage on your next Shield Slam, increasing its damage by 50%, stacking up to 3 times. Unaffected by the global cooldown"
204945,"Doom Winds","Unleashes the inner power of the Doomhammer, causing all auto attacks to trigger Windfury, and increasing damage dealt by Windfury by 200% for 6 sec."
205021,"Ray of Frost","For the next 10 sec, you can channel a beam of icy power at an enemy, slowing movement by 50% and dealing 10,637 Frost damage every 1.0 sec. Each time Ray of Frost deals damage, its damage increases by 20%."
205025,"Presence of Mind","Causes your next 2 Arcane Blasts to be instant cast."
205030,"Frozen Touch","Immediately generates 2 charges of Fingers of Frost."
205032,"Charged Up","Immediately grants 4 Arcane Charges."
205065,"Void Torrent","Raise your dagger into the sky, channeling a torrent of void energy into the target for 90,740 Shadow damage over 4 sec. Insanity does not drain during this channel.



Requires Voidform."
205179,"Phantom Singularity","Places a phantom singularity above the target, which consumes the life of all enemies within 25 yards, dealing 42,256 damage over 15.4 sec, healing you for 30% of the damage done."
205180,"Summon Darkglare","Summons a Darkglare for 12 sec that launches Eye Lasers at all targets afflicted by your Doom, dealing 7,336 Shadow damage."
205223,"Consumption","Strikes all enemies in front of you with a hungering attack that deals 52,131 Physical damage and heals you for 100% of that damage."
205234,"Healing Sphere","Coalesces a Healing Sphere out of the mists at the target location after 1.5 sec.  If allies walk through it, they consume the sphere, healing themselves for 29,342 and dispelled of all harmful periodic magic effects.



Maximum of 3 Healing Spheres can be active by the Monk at any given time."
205273,"Wake of Ashes","Lash out with the Ashbringer, dealing 132,645 Radiant damage to all enemies within 12 yd in front of you, and reducing movement speed by 50% for 6 sec.



Demon and Undead enemies are stunned for 6 sec if struck by the Wake of Ashes."
205320,"Strike of the Windlord","Strike with both Fists of the Heavens at all enemies in front of you, dealing 600,385 damage and reducing movement speed by 50% for 6 sec."
205393,"Phoenix Reborn","Deals 12,214 damage to each Ignited target, and grants a Flame Orb for each Phoenix birthed."
205406,"Sheilun's Gift","Draws in all nearby clouds of mist generated by Sheilun, healing the target for 14,671 per cloud absorbed."
205488,"Apocalypse","Channel the power of Pestilence, dealing 183,622 damage and applying three stacks of Festering Wounds."
205495,"Stormkeeper","Raises The Fist of Ra-den to the sky and absorbs all nearby electric energy, causing your next 3 casts of Lightning Bolt or Chain Lightning to deal 200% increased damage."
205545,"Odyn's Fury","Unleashes the fiery power Odyn bestowed the Warswords, dealing 66,709 Fire damage and an additional 81,632 Fire damage over 4 sec to all enemies within 14 yards."
205588,"Call of Nightmares","Xavius calls into the darkness of the nightmare, drawing forth Inconceivable Horrors to empower him."
206237,"Enveloping Shadows","Finishing move that generates 1 combo point every 3 sec. Lasts longer per combo point spent.

   1 point  : 6 seconds

   2 points: 12 seconds

   3 points: 18 seconds

   4 points: 24 seconds

   5 points: 30 seconds"
206328,"Shiv","Stabs the target with your off-hand weapon, causing 5,831 Nature damage, and applies a deadly neurotoxin for 10 sec.  The neurotoxin causes any ability used to incur a 3 sec cooldown."
207068,"Titan's Thunder","Discharge a massive jolt of electricity from Titanstrike into all your pets and Dire Beasts, causing them to deal up to 9,607 Nature damage to their target every 1 sec. for 8 sec."
207144,"Pinned Prey","Commands your pet to attack the target, causing 49,955 damage.  If the target is rooted, Pinned Prey deals 200% additional damage, and the target's movement speed is reduced by 70% for 3 sec."
207158,"Giving",""
207215,"Ritual of Cleansing",""
207246,"Don's Fireball","Throw a fiery ball that causes 9,890 Fire damage."
207256,"Obliteration","For the next 8 sec, every Frost Strike hit triggers Killing Machine, and Obliterate costs 1 less Rune."
207311,"Clawing Shadows","Deals 40,815 Shadow damage and causes 1 Festering Wound to burst."
207343,"Aldrachi Design","Increases your chance to parry by 1%."
207387,"Painbringer","Each Soul Fragment you consume reduces all damage you take by 3% for 4 sec."
207399,"Ancestral Protection Totem","Summons a totem at the target location for 30 sec. All allies within 20 yards of the totem gain 10% increased health. If an ally dies, the totem will be consumed to allow them to Reincarnate with 20% health and mana.



Cannot reincarnate an ally who dies to massive damage."
207407,"Soul Carver","Carve into the soul of your target, dealing 130,750 Fire damage and an additional 91,833 Fire damage over 3 sec.  Immediately shatters 2 Lesser Soul Fragments from the target and 1 additional Lesser Soul Fragment every 1 sec."
207583,"Call of the Mother Tree","Raise G'Hanir to the sky to call upon the spirits of the forest."
207604,"Ashbringer's Light","The power deep within Ashbringer answers your call more strongly than any of its former masters.



Increases all damage by 1%."
207736,"Shadowy Duel","You lock your target into a duel contained in the shadows, removing both of you from the eyes of onlookers for 6 sec.



Allows access to Stealth-based abilities."
207777,"Dismantle","Disarm the enemy, preventing the use of any weapons or shield for 8 sec."
207778,"Gift of the Queen","Heals up to six injured allies within 12 yards for 29,342 and increases their maximum health by 10% for 6 sec."
207946,"Light's Wrath","Draws upon the power of Light's Wrath, dealing 51,349 Radiant damage to the target, increased by 10% per ally affected by your Atonement."
208065,"Light of T'uure","Applies Light of the Naaru to the target, healing for 29,344 and increasing all healing you do to that target by 25% for 10 sec. Maximum 2 charges."
208134,"CharlesTest2","AURA FROM ENCOUNTER"
208253,"Essence of G'Hanir","Release the natural power within G'Hanir to increase the frequency that all of your heal over time effects heal allies by 100% for 8 sec."
208323,"Toranaar's Defiance",""
208464,"Call of the Warblades","Draining Health from the target."
208652,"Dire Beast: Hawk","Summons a hawk to circle the target area, attacking all targets within 10 yards over the next 10 sec."
208717,"Doomhammer Off-hand Active",""
208729,"Doomhammer Off-hand Dissolving",""
208778,"CharlesTest - Slow Flash","HAH spell, healing a friendly target for 198,578."
209069,"Tidal Totem","Heals allies within 8 yards for 1,467."
209202,"Eye of Tyr","Releases a blinding flash from Truthguard, causing 61,221 Holy damage to all nearby enemies and reducing all damage they deal to you by 25% for 9 sec."
209258,"Last Resort","Sustaining fatal damage instead transforms you to Metamorphosis form, and returns you to 30% health.



This effect may only occur every 3 min."
209261,"Uncontained Fel","You cannot benefit from Last Resort again for 3 min."
209566,"Corrupted Blood of Zakajz","For 5 sec after activating Battle Cry, Strom'kar radiates shadowy energy, causing all your attacks to deal an additional 20% damage as Shadow over 6 sec."
209577,"Warbreaker","Stomp the ground, causing a ring of corrupted spikes to erupt upwards, dealing 72,984 Shadow damage and applying the Colossus Smash effect to all nearby enemies."
209683,"Sharas'dal, Scepter of the Tides",""
209782,"Goremaw's Bite","Lashes out at the target, inflicting 133,492 Shadow damage and reducing movement speed by 60% for 8 sec. Grants 30 Energy over 6 sec.



Awards 3 combo points."
209794,"Peter's Test Beam","Drains health from an enemy over 5 sec., transferring it to the caster."
209795,"Fracture","Brutally slam your target for 136,562 Physical damage, and shatter two Lesser Soul Fragments from them."
209842,"Power of the Waves","Generates a bubble of healing. Allies can activate this bubble to heal for 0."
210045,"Azshara's Power - Abandon",""
210081,"Unending Thirst","Heals for 0."
210152,"Death Sweep","Strike all nearby enemies for 178,916 Physical damage, and increase your Dodge chance by 100% for 1 sec."
210191,"Word of Glory","Heal yourself and up to 5 friendly targets within 15 yards for 66,021. Maximum 2 charges."
210247,"Despawn All Followers",""
210301,"A Ring Unbroken - Abandon",""
210666,"Open Wounds","The Fangs of Ashamane tear deep into your target, causing your attacks to ignore 15% of the target's armor while Rip is active."
210702,"Ashamane's Bite","Your combo point generators against targets bleeding from your Rip have a 10% chance to awaken the Spirit of Ashamane, which inflicts a Shadowy duplicate of that Rip on the target."
210705,"Ashamane's Rip","Your combo point generators against targets bleeding from your Rip have a 10% chance to awaken the Spirit of Ashamane, which inflicts a Shadowy duplicate of that Rip on the target."
210722,"Ashamane's Frenzy","Unleash Ashamane's Frenzy, clawing your target 15 times over 3 sec for 61,245 Physical damage and an additional 183,735 Bleed damage over 6 sec.



Awards 3 combo points."
210726,"Mark of Aluneth","Creates a runic prison at the target's location, slowing enemy movement speed by 70%, inflicting 52,818 Arcane damage over 6 sec, and then detonating for Arcane damage equal to 15% of your maximum mana."
210984,"Eye of Fate","Inflicts 2,687,025 Shadow damage in a line in front of the Nightmare Horror, and increases damage taken from Eye of Fate by 50% for 30 sec.



This effect stacks."
211048,"Chaos Blades","Increases all damage done by 16% (based on Mastery) for 12 sec.



While active, your auto attack deals 200% increased damage, and causes Chaos damage."
